Program "PAW_protein_grouper.py" run on Tue Oct 28 14:22:31 2025


	=SUBTOTAL(109,B6:B7422)																								
3948	1	sp|Q8BLN5|LSS_MOUSE	 	 	 	 	34.2	733	83140	Lanosterol synthase OS=Mus musculus OX=10090 GN=Lss PE=1 SV=2	119	119	1.000	34	31	28	26	34	31	28	26	34.000	31.000	28.000	26.000
3949	1	sp|Q8BLY1|SMOC1_MOUSE	 	 	 	 	16.8	463	51076	SPARC-related modular calcium-binding protein 1 OS=Mus musculus OX=10090 GN=Smoc1 PE=2 SV=2	20	20	1.000	6	7	4	3	6	7	4	3	6.000	7.000	4.000	3.000
3950	1	sp|Q8BLY2|SYTC2_MOUSE	 	 	sp|Q8BLY2|SYTC2_MOUSE, sp|Q9D0R2|SYTC_MOUSE	 	26.1	790	91317	Threonine--tRNA ligase 2, cytoplasmic OS=Mus musculus OX=10090 GN=Tars3 PE=1 SV=1	51	43	0.843	15	11	14	11	13	9	12	9	13.211	9.159	12.250	9.205
3951	1	sp|Q8BM55|TM214_MOUSE	 	 	 	 	29.0	687	76429	Transmembrane protein 214 OS=Mus musculus OX=10090 GN=Tmem214 PE=1 SV=1	188	188	1.000	48	54	47	39	48	54	47	39	48.000	54.000	47.000	39.000
3952	1	sp|Q8BM72|HSP13_MOUSE	 	 	 	 	27.6	471	51709	Heat shock 70 kDa protein 13 OS=Mus musculus OX=10090 GN=Hspa13 PE=1 SV=1	63	63	1.000	14	24	13	12	14	24	13	12	14.000	24.000	13.000	12.000
3953	1	sp|Q8BM85|TBCK_MOUSE	 	 	 	 	10.8	893	100639	TBC domain-containing protein kinase-like protein OS=Mus musculus OX=10090 GN=Tbck PE=1 SV=2	17	17	1.000	4	3	7	3	4	3	7	3	4.000	3.000	7.000	3.000
3954	1	sp|Q8BM88|CATO_MOUSE	 	 	 	 	25.3	312	34723	Cathepsin O OS=Mus musculus OX=10090 GN=Ctso PE=2 SV=1	22	22	1.000	6	6	5	5	6	6	5	5	6.000	6.000	5.000	5.000
3955	1	sp|Q8BMA3|CNKR3_MOUSE	 	 	 	 	3.8	555	61869	Connector enhancer of kinase suppressor of ras 3 OS=Mus musculus OX=10090 GN=Cnksr3 PE=1 SV=1	3	3	1.000	0	0	1	2	0	0	1	2	0.000	0.000	1.000	2.000
3956	1	sp|Q8BMA6|SRP68_MOUSE	 	 	 	 	48.5	625	70573	Signal recognition particle subunit SRP68 OS=Mus musculus OX=10090 GN=Srp68 PE=1 SV=2	190	190	1.000	53	55	37	45	53	55	37	45	53.000	55.000	37.000	45.000
3957	1	sp|Q8BMB0|EMSY_MOUSE	 	 	 	 	4.4	1264	135289	BRCA2-interacting transcriptional repressor EMSY OS=Mus musculus OX=10090 GN=Emsy PE=1 SV=2	6	6	1.000	1	1	2	2	1	1	2	2	1.000	1.000	2.000	2.000
3958	1	sp|Q8BMB3|IF4E2_MOUSE	 	 	 	 	19.2	245	28263	Eukaryotic translation initiation factor 4E type 2 OS=Mus musculus OX=10090 GN=Eif4e2 PE=1 SV=1	21	21	1.000	5	5	5	6	5	5	5	6	5.000	5.000	5.000	6.000
3959	1	sp|Q8BMC4|NOP9_MOUSE	 	 	 	 	8.5	636	70046	Nucleolar protein 9 OS=Mus musculus OX=10090 GN=Nop9 PE=1 SV=1	9	9	1.000	3	1	3	2	3	1	3	2	3.000	1.000	3.000	2.000
3960	1	sp|Q8BMD5|CDAC1_MOUSE	 	 	 	 	6.5	523	59062	Cytidine and dCMP deaminase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Cdadc1 PE=2 SV=1	6	6	1.000	2	1	1	2	2	1	1	2	2.000	1.000	1.000	2.000
3961	1	sp|Q8BMD6|TM260_MOUSE	 	 	 	 	4.1	703	78946	Protein O-mannosyl-transferase TMEM260 OS=Mus musculus OX=10090 GN=Tmem260 PE=2 SV=2	9	9	1.000	2	2	2	3	2	2	2	3	2.000	2.000	2.000	3.000
3962	1	sp|Q8BMD8|SCMC1_MOUSE	 	 	 	 	17.1	475	52901	Mitochondrial adenyl nucleotide antiporter SLC25A24 OS=Mus musculus OX=10090 GN=Slc25a24 PE=1 SV=1	19	19	1.000	2	4	6	7	2	4	6	7	2.000	4.000	6.000	7.000
3963	1	sp|Q8BMF4|ODP2_MOUSE	 	 	 	 	38.8	642	67941	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dlat PE=1 SV=2	294	294	1.000	91	90	57	56	91	90	57	56	91.000	90.000	57.000	56.000
3964	1	sp|Q8BMG7|RBGPR_MOUSE	 	 	 	 	21.1	1366	152533	Rab3 GTPase-activating protein non-catalytic subunit OS=Mus musculus OX=10090 GN=Rab3gap2 PE=1 SV=2	69	69	1.000	17	18	20	14	17	18	20	14	17.000	18.000	20.000	14.000
3965	1	sp|Q8BMG8|S2532_MOUSE	 	 	 	 	17.7	316	35048	Solute carrier family 25 member 32 OS=Mus musculus OX=10090 GN=Slc25a32 PE=1 SV=1	19	19	1.000	6	6	4	3	6	6	4	3	6.000	6.000	4.000	3.000
3966	1	sp|Q8BMI0|FBX38_MOUSE	 	 	 	 	7.2	1194	133926	F-box only protein 38 OS=Mus musculus OX=10090 GN=Fbxo38 PE=1 SV=1	11	11	1.000	1	3	2	5	1	3	2	5	1.000	3.000	2.000	5.000
3967	1	sp|Q8BMI3|GGA3_MOUSE	 	 	sp|Q6P5E6|GGA2_MOUSE, sp|Q8BMI3|GGA3_MOUSE, sp|Q8R0H9|GGA1_MOUSE	 	3.9	718	77972	ADP-ribosylation factor-binding protein GGA3 OS=Mus musculus OX=10090 GN=Gga3 PE=1 SV=2	8	2	0.250	2	2	2	2	0	0	1	1	0.000	0.000	1.091	1.067
3968	1	sp|Q8BMJ2|SYLC_MOUSE	 	 	 	 	37.9	1178	134191	Leucine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Lars1 PE=1 SV=2	288	288	1.000	80	79	66	63	80	79	66	63	80.000	79.000	66.000	63.000
3969	1	sp|Q8BMJ3|IF1AX_MOUSE	 	 	sp|Q60872|IF1A_MOUSE, sp|Q8BMJ3|IF1AX_MOUSE	 	31.2	144	16460	Eukaryotic translation initiation factor 1A, X-chromosomal OS=Mus musculus OX=10090 GN=Eif1ax PE=2 SV=3	47	17	0.362	12	17	8	10	3	8	3	3	8.400	15.200	8.000	8.250
3970	1	sp|Q8BMK1|METL2_MOUSE	 	 	 	 	9.3	389	43911	tRNA N(3)-cytidine methyltransferase METTL2 OS=Mus musculus OX=10090 GN=Mettl2 PE=1 SV=2	6	6	1.000	1	2	2	1	1	2	2	1	1.000	2.000	2.000	1.000
3971	1	sp|Q8BMK4|CKAP4_MOUSE	 	 	 	 	24.0	575	63691	Cytoskeleton-associated protein 4 OS=Mus musculus OX=10090 GN=Ckap4 PE=1 SV=2	34	34	1.000	9	10	9	6	9	10	9	6	9.000	10.000	9.000	6.000
3972	1	sp|Q8BML1|MICA2_MOUSE	 	 	sp|Q8BML1|MICA2_MOUSE, sp|Q8CJ19|MICA3_MOUSE	 	3.6	1951	218039	[F-actin]-monooxygenase MICAL2 OS=Mus musculus OX=10090 GN=Mical2 PE=1 SV=2	11	9	0.818	1	1	3	6	1	1	2	5	1.000	1.000	2.286	5.455
3973	1	sp|Q8BML9|SYQ_MOUSE	 	 	sp|Q8BML9|SYQ_MOUSE, sp|Q8CGC7|SYEP_MOUSE	 	52.6	775	87676	Glutamine--tRNA ligase OS=Mus musculus OX=10090 GN=Qars1 PE=1 SV=1	242	226	0.934	62	62	63	55	57	57	59	53	58.332	58.332	60.448	53.646
3974	1	sp|Q8BMP6|GCP60_MOUSE	 	 	 	 	26.5	525	60180	Golgi resident protein GCP60 OS=Mus musculus OX=10090 GN=Acbd3 PE=1 SV=3	58	58	1.000	19	16	11	12	19	16	11	12	19.000	16.000	11.000	12.000
3975	1	sp|Q8BMQ2|TF3C4_MOUSE	 	 	 	 	16.4	817	91612	General transcription factor 3C polypeptide 4 OS=Mus musculus OX=10090 GN=Gtf3c4 PE=1 SV=2	31	31	1.000	9	5	7	10	9	5	7	10	9.000	5.000	7.000	10.000
3976	1	sp|Q8BMQ8|MON1B_MOUSE	 	 	 	 	4.7	553	60015	Vacuolar fusion protein MON1 homolog B OS=Mus musculus OX=10090 GN=Mon1b PE=2 SV=1	5	5	1.000	1	1	2	1	1	1	2	1	1.000	1.000	2.000	1.000
3977	1	sp|Q8BMS1|ECHA_MOUSE	 	 	 	 	53.1	763	82669	Trifunctional enzyme subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Hadha PE=1 SV=1	1398	1398	1.000	407	409	308	274	407	409	308	274	407.000	409.000	308.000	274.000
3978	1	sp|Q8BMS4|COQ3_MOUSE	 	 	 	 	23.5	370	40956	Ubiquinone biosynthesis O-methyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Coq3 PE=1 SV=1	60	60	1.000	13	19	11	17	13	19	11	17	13.000	19.000	11.000	17.000
3979	1	sp|Q8BMW7|NIPA3_MOUSE	 	 	sp|Q8BMW7|NIPA3_MOUSE, sp|Q9JJC8|NIPA2_MOUSE	 	4.1	416	45158	Magnesium transporter NIPA3 OS=Mus musculus OX=10090 GN=Nipal1 PE=1 SV=2	3	1	0.333	0	0	0	3	0	0	0	1	0.000	0.000	0.000	2.000
3980	1	sp|Q8BMZ5|SEN34_MOUSE	 	 	 	 	13.9	316	34196	tRNA-splicing endonuclease subunit Sen34 OS=Mus musculus OX=10090 GN=Tsen34 PE=2 SV=2	6	6	1.000	3	1	1	1	3	1	1	1	3.000	1.000	1.000	1.000
3981	1	sp|Q8BN21|VRK2_MOUSE	 	 	 	 	6.6	503	58118	Serine/threonine-protein kinase VRK2 OS=Mus musculus OX=10090 GN=Vrk2 PE=1 SV=2	9	9	1.000	3	1	1	4	3	1	1	4	3.000	1.000	1.000	4.000
3982	1	sp|Q8BN57|CC033_MOUSE	 	 	 	 	16.7	294	33667	Protein C3orf33 homolog OS=Mus musculus OX=10090 PE=2 SV=1	12	12	1.000	2	3	5	2	2	3	5	2	2.000	3.000	5.000	2.000
3983	1	sp|Q8BN78|KAISO_MOUSE	 	 	 	 	3.1	671	74049	Transcriptional regulator Kaiso OS=Mus musculus OX=10090 GN=Zbtb33 PE=1 SV=1	2	2	1.000	0	0	0	2	0	0	0	2	0.000	0.000	0.000	2.000
3984	1	sp|Q8BN82|S17A5_MOUSE	 	 	 	 	4.8	495	54369	Sialin OS=Mus musculus OX=10090 GN=Slc17a5 PE=1 SV=2	15	15	1.000	5	3	3	4	5	3	3	4	5.000	3.000	3.000	4.000
3985	1	sp|Q8BND5|QSOX1_MOUSE	 	 	 	 	11.9	748	82784	Sulfhydryl oxidase 1 OS=Mus musculus OX=10090 GN=Qsox1 PE=1 SV=1	21	21	1.000	6	5	6	4	6	5	6	4	6.000	5.000	6.000	4.000
3986	1	sp|Q8BNI4|DERL2_MOUSE	 	 	 	 	20.5	239	27639	Derlin-2 OS=Mus musculus OX=10090 GN=Derl2 PE=1 SV=2	30	30	1.000	7	11	6	6	7	11	6	6	7.000	11.000	6.000	6.000
3987	1	sp|Q8BNU0|ARMC6_MOUSE	 	 	 	 	19.9	468	50683	Armadillo repeat-containing protein 6 OS=Mus musculus OX=10090 GN=Armc6 PE=1 SV=1	20	20	1.000	5	4	5	6	5	4	5	6	5.000	4.000	5.000	6.000
3988	1	sp|Q8BNV1|TRM2A_MOUSE	 	 	 	 	14.7	613	67488	tRNA (uracil-5-)-methyltransferase homolog A OS=Mus musculus OX=10090 GN=Trmt2a PE=1 SV=2	14	14	1.000	6	3	3	2	6	3	3	2	6.000	3.000	3.000	2.000
3989	1	sp|Q8BNX1|CLC4G_MOUSE	 	 	 	 	29.3	294	33326	C-type lectin domain family 4 member G OS=Mus musculus OX=10090 GN=Clec4g PE=1 SV=1	33	33	1.000	9	8	7	9	9	8	7	9	9.000	8.000	7.000	9.000
3990	1	sp|Q8BP00|IQCB1_MOUSE	 	 	 	 	11.4	598	68733	IQ calmodulin-binding motif-containing protein 1 OS=Mus musculus OX=10090 GN=Iqcb1 PE=1 SV=2	13	13	1.000	1	5	3	4	1	5	3	4	1.000	5.000	3.000	4.000
3991	1	sp|Q8BP27|SFR1_MOUSE	 	 	 	 	11.9	319	35182	Swi5-dependent recombination DNA repair protein 1 homolog OS=Mus musculus OX=10090 GN=Sfr1 PE=1 SV=2	10	10	1.000	2	2	2	4	2	2	2	4	2.000	2.000	2.000	4.000
3992	1	sp|Q8BP40|PPA6_MOUSE	 	 	 	 	36.4	418	47624	Lysophosphatidic acid phosphatase type 6 OS=Mus musculus OX=10090 GN=Acp6 PE=1 SV=1	116	116	1.000	31	34	29	22	31	34	29	22	31.000	34.000	29.000	22.000
3993	1	sp|Q8BP47|SYNC_MOUSE	 	 	 	 	47.2	559	64279	Asparagine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Nars1 PE=1 SV=2	188	188	1.000	60	54	45	29	60	54	45	29	60.000	54.000	45.000	29.000
3994	1	sp|Q8BP48|MAP11_MOUSE	 	 	 	 	31.1	386	43221	Methionine aminopeptidase 1 OS=Mus musculus OX=10090 GN=Metap1 PE=1 SV=1	43	43	1.000	11	10	14	8	11	10	14	8	11.000	10.000	14.000	8.000
3995	1	sp|Q8BP56|PGGHG_MOUSE	 	 	 	 	21.2	690	76487	Protein-glucosylgalactosylhydroxylysine glucosidase OS=Mus musculus OX=10090 GN=Pgghg PE=1 SV=1	55	55	1.000	16	15	12	12	16	15	12	12	16.000	15.000	12.000	12.000
3996	1	sp|Q8BP67|RL24_MOUSE	 	 	 	 	51.0	157	17779	Large ribosomal subunit protein eL24 OS=Mus musculus OX=10090 GN=Rpl24 PE=1 SV=2	261	261	1.000	69	81	48	63	69	81	48	63	69.000	81.000	48.000	63.000
3997	1	sp|Q8BP92|RCN2_MOUSE	 	 	sp|P47740|AL3A2_MOUSE, sp|Q6PCN7|HLTF_MOUSE, sp|Q8BP92|RCN2_MOUSE	 	16.2	320	37270	Reticulocalbin-2 OS=Mus musculus OX=10090 GN=Rcn2 PE=1 SV=1	34	17	0.500	6	10	9	9	2	6	4	5	2.088	6.194	4.222	5.230
3998	1	sp|Q8BP97|RHBD3_MOUSE	 	 	 	 	6.0	385	40933	Rhomboid domain-containing protein 3 OS=Mus musculus OX=10090 GN=Rhbdd3 PE=2 SV=1	3	3	1.000	0	0	1	2	0	0	1	2	0.000	0.000	1.000	2.000
3999	1	sp|Q8BPB0|MOB1B_MOUSE (+1)	sp|Q8BPB0|MOB1B_MOUSE&sp|Q921Y0|MOB1A_MOUSE	 	 	 	17.6	216	25091	MOB kinase activator 1B OS=Mus musculus OX=10090 GN=Mob1b PE=1 SV=3	30	30	1.000	7	8	7	8	7	8	7	8	7.000	8.000	7.000	8.000
4000	1	sp|Q8BPB5|FBLN3_MOUSE	 	 	 	 	4.5	493	54952	EGF-containing fibulin-like extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Efemp1 PE=1 SV=1	5	5	1.000	1	0	2	2	1	0	2	2	1.000	0.000	2.000	2.000
4001	1	sp|Q8BPE4|TM177_MOUSE	 	 	 	 	17.7	311	34067	Transmembrane protein 177 OS=Mus musculus OX=10090 GN=Tmem177 PE=1 SV=1	17	17	1.000	4	3	4	6	4	3	4	6	4.000	3.000	4.000	6.000
4002	1	sp|Q8BPG6|SUMF2_MOUSE	 	 	 	 	25.0	308	34737	Inactive C-alpha-formylglycine-generating enzyme 2 OS=Mus musculus OX=10090 GN=Sumf2 PE=1 SV=2	20	20	1.000	6	5	3	6	6	5	3	6	6.000	5.000	3.000	6.000
4003	1	sp|Q8BPM0|DAAM1_MOUSE	 	 	 	 	16.3	1077	123369	Disheveled-associated activator of morphogenesis 1 OS=Mus musculus OX=10090 GN=Daam1 PE=1 SV=4	50	50	1.000	10	10	13	17	10	10	13	17	10.000	10.000	13.000	17.000
4004	1	sp|Q8BPM2|M4K5_MOUSE	 	 	sp|Q8BPM2|M4K5_MOUSE, sp|Q99JP0|M4K3_MOUSE	 	11.0	847	95044	Mitogen-activated protein kinase kinase kinase kinase 5 OS=Mus musculus OX=10090 GN=Map4k5 PE=1 SV=2	19	15	0.789	3	4	5	7	2	3	4	6	2.667	3.600	4.667	6.857
4005	1	sp|Q8BPN8|DMXL2_MOUSE	 	 	sp|Q6PNC0|DMXL1_MOUSE, sp|Q8BPN8|DMXL2_MOUSE	 	3.9	3032	338205	DmX-like protein 2 OS=Mus musculus OX=10090 GN=Dmxl2 PE=1 SV=3	19	17	0.895	4	5	7	3	4	5	5	3	4.000	5.000	6.250	3.000
4006	1	sp|Q8BPS4|GP180_MOUSE	 	 	 	 	6.8	441	48974	Integral membrane protein GPR180 OS=Mus musculus OX=10090 GN=Gpr180 PE=1 SV=1	12	12	1.000	1	2	5	4	1	2	5	4	1.000	2.000	5.000	4.000
4007	1	sp|Q8BPT6|IMP2L_MOUSE	 	 	 	 	10.3	175	19600	Mitochondrial inner membrane protease subunit 2 OS=Mus musculus OX=10090 GN=Immp2l PE=1 SV=1	10	10	1.000	2	3	3	2	2	3	3	2	2.000	3.000	3.000	2.000
4008	1	sp|Q8BPU7|ELMO1_MOUSE	 	 	sp|Q8BHL5|ELMO2_MOUSE, sp|Q8BPU7|ELMO1_MOUSE	 	13.5	727	83935	Engulfment and cell motility protein 1 OS=Mus musculus OX=10090 GN=Elmo1 PE=1 SV=2	26	12	0.462	7	5	4	10	3	2	2	5	4.500	3.200	3.000	7.778
4009	1	sp|Q8BPY9|FIGL1_MOUSE	 	 	sp|P46467|VPS4B_MOUSE, sp|Q8BPY9|FIGL1_MOUSE, sp|Q8VEJ9|VPS4A_MOUSE, sp|Q9QYY8|SPAST_MOUSE	 	2.8	683	74850	Fidgetin-like protein 1 OS=Mus musculus OX=10090 GN=Fignl1 PE=1 SV=1	15	0	0.000	6	4	2	3	0	0	0	0	0.000	0.000	0.000	0.000
4010	1	sp|Q8BQ47|CNPY4_MOUSE	 	 	 	 	13.9	245	28093	Protein canopy homolog 4 OS=Mus musculus OX=10090 GN=Cnpy4 PE=1 SV=1	7	7	1.000	3	1	1	2	3	1	1	2	3.000	1.000	1.000	2.000
4011	1	sp|Q8BQM4|HEAT3_MOUSE	 	 	 	 	19.4	679	74305	HEAT repeat-containing protein 3 OS=Mus musculus OX=10090 GN=Heatr3 PE=1 SV=1	43	43	1.000	12	9	11	11	12	9	11	11	12.000	9.000	11.000	11.000
4012	1	sp|Q8BQS5|PAQR2_MOUSE	 	 	 	 	4.9	386	43980	Adiponectin receptor protein 2 OS=Mus musculus OX=10090 GN=Adipor2 PE=1 SV=2	11	11	1.000	2	1	4	4	2	1	4	4	2.000	1.000	4.000	4.000
4013	1	sp|Q8BQU3|SDHF3_MOUSE	 	 	 	 	32.0	125	14468	Succinate dehydrogenase assembly factor 3, mitochondrial OS=Mus musculus OX=10090 GN=Sdhaf3 PE=2 SV=1	13	13	1.000	3	3	3	4	3	3	3	4	3.000	3.000	3.000	4.000
4014	1	sp|Q8BQZ4|RLGPB_MOUSE	 	 	 	 	6.5	1484	165198	Ral GTPase-activating protein subunit beta OS=Mus musculus OX=10090 GN=Ralgapb PE=1 SV=2	25	25	1.000	4	7	8	6	4	7	8	6	4.000	7.000	8.000	6.000
4015	1	sp|Q8BQZ5|CPSF4_MOUSE	 	 	 	 	25.6	211	23653	Cleavage and polyadenylation specificity factor subunit 4 OS=Mus musculus OX=10090 GN=Cpsf4 PE=2 SV=1	5	5	1.000	0	4	1	0	0	4	1	0	0.000	4.000	1.000	0.000
4016	1	sp|Q8BR37|NHLC1_MOUSE	 	 	 	 	6.0	401	42690	E3 ubiquitin-protein ligase NHLRC1 OS=Mus musculus OX=10090 GN=Nhlrc1 PE=2 SV=1	2	2	1.000	0	0	0	2	0	0	0	2	0.000	0.000	0.000	2.000
4017	1	sp|Q8BR63|F177A_MOUSE	 	 	 	 	11.1	207	23578	Protein FAM177A1 OS=Mus musculus OX=10090 GN=Fam177a1 PE=1 SV=1	2	2	1.000	2	0	0	0	2	0	0	0	2.000	0.000	0.000	0.000
4018	1	sp|Q8BR90|RIMC1_MOUSE	 	 	 	 	16.0	294	33471	RAB7A-interacting MON1-CCZ1 complex subunit 1 OS=Mus musculus OX=10090 GN=Rimoc1 PE=1 SV=1	8	8	1.000	1	3	1	3	1	3	1	3	1.000	3.000	1.000	3.000
4019	1	sp|Q8BRF7|SCFD1_MOUSE	 	 	 	 	43.7	639	72322	Sec1 family domain-containing protein 1 OS=Mus musculus OX=10090 GN=Scfd1 PE=1 SV=1	179	179	1.000	49	45	44	41	49	45	44	41	49.000	45.000	44.000	41.000
4020	1	sp|Q8BRG8|TM209_MOUSE	 	 	 	 	17.8	561	62981	Transmembrane protein 209 OS=Mus musculus OX=10090 GN=Tmem209 PE=2 SV=1	21	21	1.000	6	6	4	5	6	6	4	5	6.000	6.000	4.000	5.000
4021	1	sp|Q8BRH0|TMTC3_MOUSE	 	 	sp|Q8BRH0|TMTC3_MOUSE, sp|Q9DCV4|RMD1_MOUSE	 	17.8	920	104196	Protein O-mannosyl-transferase TMTC3 OS=Mus musculus OX=10090 GN=Tmtc3 PE=1 SV=2	32	20	0.625	9	12	8	3	6	7	6	1	6.429	7.795	6.462	1.091
4022	1	sp|Q8BRH4|KMT2C_MOUSE	 	 	 	 	0.5	4903	540181	Histone-lysine N-methyltransferase 2C OS=Mus musculus OX=10090 GN=Kmt2c PE=1 SV=2	3	3	1.000	0	0	0	3	0	0	0	3	0.000	0.000	0.000	3.000
4023	1	sp|Q8BRK8|AAPK2_MOUSE	 	 	sp|Q5EG47|AAPK1_MOUSE, sp|Q8BRK8|AAPK2_MOUSE	 	30.1	552	62022	5'-AMP-activated protein kinase catalytic subunit alpha-2 OS=Mus musculus OX=10090 GN=Prkaa2 PE=1 SV=3	95	80	0.842	23	26	25	21	20	21	21	18	22.308	25.200	23.897	20.000
4024	1	sp|Q8BRK9|MA2A2_MOUSE	 	 	sp|P27046|MA2A1_MOUSE, sp|Q8BRK9|MA2A2_MOUSE	 	2.7	1152	130647	Alpha-mannosidase 2x OS=Mus musculus OX=10090 GN=Man2a2 PE=1 SV=2	8	3	0.375	1	1	2	4	1	0	0	2	1.000	0.000	0.000	2.075
4025	1	sp|Q8BRN9|C2D1B_MOUSE	 	 	 	 	5.1	848	93090	Coiled-coil and C2 domain-containing protein 1B OS=Mus musculus OX=10090 GN=Cc2d1b PE=1 SV=1	8	8	1.000	2	0	2	4	2	0	2	4	2.000	0.000	2.000	4.000
4026	1	sp|Q8BRT1|CLAP2_MOUSE	 	 	sp|Q80TV8|CLAP1_MOUSE, sp|Q8BRT1|CLAP2_MOUSE	 	21.4	1286	140737	CLIP-associating protein 2 OS=Mus musculus OX=10090 GN=Clasp2 PE=1 SV=1	76	59	0.776	21	16	28	11	16	12	22	9	18.667	14.526	25.568	10.000
4027	1	sp|Q8BRV5|K1671_MOUSE	 	 	 	 	12.7	308	34668	Uncharacterized protein KIAA1671 OS=Mus musculus OX=10090 GN=Kiaa1671 PE=2 SV=1	15	15	1.000	4	2	5	4	4	2	5	4	4.000	2.000	5.000	4.000
4028	1	sp|Q8BS35|ALKMO_MOUSE	 	 	 	 	19.0	447	51777	Alkylglycerol monooxygenase OS=Mus musculus OX=10090 GN=Agmo PE=1 SV=1	42	42	1.000	12	9	11	10	12	9	11	10	12.000	9.000	11.000	10.000
4029	1	sp|Q8BS40|CPTP_MOUSE	 	 	 	 	9.3	216	24597	Ceramide-1-phosphate transfer protein OS=Mus musculus OX=10090 GN=Cptp PE=1 SV=1	4	4	1.000	1	1	2	0	1	1	2	0	1.000	1.000	2.000	0.000
4030	1	sp|Q8BS95|GPHR_MOUSE	 	 	 	 	12.7	455	52734	Golgi pH regulator OS=Mus musculus OX=10090 GN=Gpr89 PE=1 SV=2	13	13	1.000	3	3	5	2	3	3	5	2	3.000	3.000	5.000	2.000
4031	1	sp|Q8BSE0|RMD2_MOUSE	 	 	 	 	43.9	410	47016	Regulator of microtubule dynamics protein 2 OS=Mus musculus OX=10090 GN=Rmdn2 PE=1 SV=1	139	139	1.000	40	43	30	26	40	43	30	26	40.000	43.000	30.000	26.000
4032	1	sp|Q8BSF4|PISD_MOUSE	 	 	 	 	18.0	406	45926	Phosphatidylserine decarboxylase proenzyme, mitochondrial OS=Mus musculus OX=10090 GN=Pisd PE=2 SV=1	46	46	1.000	15	14	8	9	15	14	8	9	15.000	14.000	8.000	9.000
4033	1	sp|Q8BSI6|R3HC1_MOUSE	 	 	sp|P33267|CP2F2_MOUSE, sp|Q64458|CP2CT_MOUSE, sp|Q8BSI6|R3HC1_MOUSE	 	10.0	488	54163	R3H and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=R3hcc1 PE=1 SV=3	34	7	0.206	11	10	7	6	2	1	2	2	2.056	1.056	2.031	2.025
4034	1	sp|Q8BSK8|KS6B1_MOUSE	 	 	sp|P31750|AKT1_MOUSE, sp|Q60823|AKT2_MOUSE, sp|Q8BSK8|KS6B1_MOUSE, sp|Q9Z1M4|KS6B2_MOUSE	 	9.1	525	59145	Ribosomal protein S6 kinase beta-1 OS=Mus musculus OX=10090 GN=Rps6kb1 PE=1 SV=2	15	8	0.533	3	5	1	6	2	2	1	3	2.071	2.333	1.000	3.429
4035	1	sp|Q8BSM7|LAT3_MOUSE	 	 	 	 	5.3	564	62644	Large neutral amino acids transporter small subunit 3 OS=Mus musculus OX=10090 GN=Slc43a1 PE=1 SV=1	6	6	1.000	1	0	2	3	1	0	2	3	1.000	0.000	2.000	3.000
4036	1	sp|Q8BSQ9|PB1_MOUSE	 	 	 	 	5.9	1634	187186	Protein polybromo-1 OS=Mus musculus OX=10090 GN=Pbrm1 PE=1 SV=4	27	27	1.000	7	5	5	10	7	5	5	10	7.000	5.000	5.000	10.000
4037	1	sp|Q8BSS9|LIPA2_MOUSE	 	 	sp|Q8BSS9|LIPA2_MOUSE, tr|A0A087WPM2|A0A087WPM2_MOUSE, tr|B2RXQ2|B2RXQ2_MOUSE	 	3.1	1257	143233	Liprin-alpha-2 OS=Mus musculus OX=10090 GN=Ppfia2 PE=1 SV=2	9	0	0.000	2	2	2	3	0	0	0	0	0.000	0.000	0.500	0.000
4038	1	sp|Q8BSY0|ASPH_MOUSE	 	 	 	 	34.0	741	83041	Aspartyl/asparaginyl beta-hydroxylase OS=Mus musculus OX=10090 GN=Asph PE=1 SV=1	139	139	1.000	42	40	31	26	42	40	31	26	42.000	40.000	31.000	26.000
4039	1	sp|Q8BSZ2|AP3S2_MOUSE	 	 	 	 	21.2	193	22017	AP-3 complex subunit sigma-2 OS=Mus musculus OX=10090 GN=Ap3s2 PE=1 SV=1	9	9	1.000	3	0	2	4	3	0	2	4	3.000	0.000	2.000	4.000
4040	1	sp|Q8BT14|CNOT4_MOUSE	 	 	 	 	10.3	575	63473	CCR4-NOT transcription complex subunit 4 OS=Mus musculus OX=10090 GN=Cnot4 PE=1 SV=2	15	15	1.000	5	4	2	4	5	4	2	4	5.000	4.000	2.000	4.000
4041	1	sp|Q8BT60|CPNE3_MOUSE	 	 	sp|P59108|CPNE2_MOUSE, sp|Q8BT60|CPNE3_MOUSE, sp|Q8C166|CPNE1_MOUSE, sp|Q9DC53|CPNE8_MOUSE	 	28.7	533	59584	Copine-3 OS=Mus musculus OX=10090 GN=Cpne3 PE=1 SV=2	133	101	0.759	36	42	30	25	28	30	23	20	34.605	39.169	28.060	23.968
