PAW protein_summary_9 results file
written: Sat Nov  8 16:01:30 2025

 	=subtotal(109,B6:B8622)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
4134.0	1	sp|Q80U87|UBP8_MOUSE	 	26.1	1080	122609	Ubiquitin carboxyl-terminal hydrolase 8 OS=Mus musculus OX=10090 GN=Usp8 PE=1 SV=2	49	49	1.000	6	4	5	1	2	7	3	7	4	5	3	2	6	4	5	1	2	7	3	7	4	5	3	2	6.000	4.000	5.000	1.000	2.000	7.000	3.000	7.000	4.000	5.000	3.000	2.000	 
4135.0	1	sp|Q80U93|NU214_MOUSE	 	26.1	2085	212976	Nuclear pore complex protein Nup214 OS=Mus musculus OX=10090 GN=Nup214 PE=1 SV=2	224	224	1.000	23	17	13	17	22	22	22	19	19	17	16	17	23	17	13	17	22	22	22	19	19	17	16	17	23.000	17.000	13.000	17.000	22.000	22.000	22.000	19.000	19.000	17.000	16.000	17.000	 
4136.0	1	sp|Q80U95|UBE3C_MOUSE	 	33.6	1083	123974	Ubiquitin-protein ligase E3C OS=Mus musculus OX=10090 GN=Ube3c PE=1 SV=2	105	105	1.000	11	9	6	9	7	8	10	9	7	11	7	11	11	9	6	9	7	8	10	9	7	11	7	11	11.000	9.000	6.000	9.000	7.000	8.000	10.000	9.000	7.000	11.000	7.000	11.000	 
4137.0	1	sp|Q80UG1|FADS6_MOUSE	 	11.7	342	38830	Fatty acid desaturase 6 OS=Mus musculus OX=10090 GN=Fads6 PE=2 SV=1	32	32	1.000	2	5	3	1	4	3	3	2	1	2	3	3	2	5	3	1	4	3	3	2	1	2	3	3	2.000	5.000	3.000	1.000	4.000	3.000	3.000	2.000	1.000	2.000	3.000	3.000	 
4138.0	1	sp|Q80UG2|PLXA4_MOUSE	 	1.7	1893	212558	Plexin-A4 OS=Mus musculus OX=10090 GN=Plxna4 PE=1 SV=3	16	7	0.438	1	2	2	2	1	0	2	2	3	1	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0.500	1.500	2.000	1.500	1.000	0.000	2.000	2.000	2.000	0.000	0.000	0.000	sp|P70206|PLXA1_MOUSE, sp|P70207|PLXA2_MOUSE, sp|Q80UG2|PLXA4_MOUSE
4139.0	1	sp|Q80UG5|SEPT9_MOUSE	 	61.7	583	65574	Septin-9 OS=Mus musculus OX=10090 GN=Septin9 PE=1 SV=1	287	287	1.000	29	22	24	19	17	31	29	22	28	23	20	23	29	22	24	19	17	31	29	22	28	23	20	23	29.000	22.000	24.000	19.000	17.000	31.000	29.000	22.000	28.000	23.000	20.000	23.000	 
4140.0	1	sp|Q80UJ7|RB3GP_MOUSE	 	34.5	981	110196	Rab3 GTPase-activating protein catalytic subunit OS=Mus musculus OX=10090 GN=Rab3gap1 PE=1 SV=4	145	145	1.000	15	9	11	8	14	12	12	15	14	13	11	11	15	9	11	8	14	12	12	15	14	13	11	11	15.000	9.000	11.000	8.000	14.000	12.000	12.000	15.000	14.000	13.000	11.000	11.000	 
4141.0	1	sp|Q80UK8|INT2_MOUSE	 	13.5	1198	133514	Integrator complex subunit 2 OS=Mus musculus OX=10090 GN=Ints2 PE=1 SV=2	49	49	1.000	4	4	3	2	4	7	5	6	2	3	3	6	4	4	3	2	4	7	5	6	2	3	3	6	4.000	4.000	3.000	2.000	4.000	7.000	5.000	6.000	2.000	3.000	3.000	6.000	 
4142.0	1	sp|Q80UM3|NAA15_MOUSE	 	52.9	865	100960	N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Mus musculus OX=10090 GN=Naa15 PE=1 SV=1	311	268	0.862	16	22	33	27	19	29	33	30	26	27	23	26	14	20	29	25	17	25	28	24	22	23	19	22	15.217	21.250	32.412	26.786	18.417	27.778	32.000	28.800	25.385	26.067	21.303	24.750	sp|Q80UM3|NAA15_MOUSE, sp|Q9DBB4|NAA16_MOUSE
4143.0	1	sp|Q80UM7|MOGS_MOUSE	 	41.6	834	91830	Mannosyl-oligosaccharide glucosidase OS=Mus musculus OX=10090 GN=Mogs PE=1 SV=1	235	235	1.000	29	16	19	16	20	24	18	24	16	18	17	18	29	16	19	16	20	24	18	24	16	18	17	18	29.000	16.000	19.000	16.000	20.000	24.000	18.000	24.000	16.000	18.000	17.000	18.000	 
4144.0	1	sp|Q80UN9|MOD5_MOUSE	 	22.7	467	52436	tRNA dimethylallyltransferase OS=Mus musculus OX=10090 GN=Trit1 PE=1 SV=2	15	15	1.000	0	1	1	0	2	3	1	0	2	1	2	2	0	1	1	0	2	3	1	0	2	1	2	2	0.000	1.000	1.000	0.000	2.000	3.000	1.000	0.000	2.000	1.000	2.000	2.000	 
4145.0	1	sp|Q80UP3|DGKZ_MOUSE	 	19.4	929	104030	Diacylglycerol kinase zeta OS=Mus musculus OX=10090 GN=Dgkz PE=1 SV=2	32	32	1.000	1	1	4	4	4	3	3	2	3	4	1	2	1	1	4	4	4	3	3	2	3	4	1	2	1.000	1.000	4.000	4.000	4.000	3.000	3.000	2.000	3.000	4.000	1.000	2.000	 
4146.0	1	sp|Q80UP5|AN13A_MOUSE	 	23.5	588	67177	Ankyrin repeat domain-containing protein 13A OS=Mus musculus OX=10090 GN=Ankrd13a PE=1 SV=2	36	23	0.639	3	3	2	3	1	2	2	4	3	5	5	3	1	2	1	2	0	1	1	3	2	4	4	2	3.000	2.667	2.000	2.667	0.500	2.000	2.000	4.000	3.000	5.000	5.000	3.000	sp|Q6PD24|AN13D_MOUSE, sp|Q80UP5|AN13A_MOUSE
4147.0	1	sp|Q80UP8|S20A2_MOUSE	 	20.9	656	70865	Sodium-dependent phosphate transporter 2 OS=Mus musculus OX=10090 GN=Slc20a2 PE=1 SV=2	44	42	0.955	6	2	2	6	2	5	6	2	5	1	2	5	6	2	2	6	2	5	6	2	4	1	2	4	6.000	2.000	2.000	6.000	2.000	5.000	6.000	2.000	5.000	1.000	2.000	4.800	sp|Q61609|S20A1_MOUSE, sp|Q80UP8|S20A2_MOUSE
4148.0	1	sp|Q80UQ2|RASF6_MOUSE	 	17.6	341	39873	Ras association domain-containing protein 6 OS=Mus musculus OX=10090 GN=Rassf6 PE=1 SV=2	10	10	1.000	0	0	0	0	1	1	1	1	1	1	2	2	0	0	0	0	1	1	1	1	1	1	2	2	0.000	0.000	0.000	0.000	1.000	1.000	1.000	1.000	1.000	1.000	2.000	2.000	 
4149.0	1	sp|Q80US4|ARP5_MOUSE	 	31.1	605	67844	Actin-related protein 5 OS=Mus musculus OX=10090 GN=Actr5 PE=1 SV=3	28	28	1.000	6	2	2	3	1	3	3	1	2	0	2	3	6	2	2	3	1	3	3	1	2	0	2	3	6.000	2.000	2.000	3.000	1.000	3.000	3.000	1.000	2.000	0.000	2.000	3.000	 
4150.0	1	sp|Q80UU1|ANKZ1_MOUSE	 	33.7	748	82975	tRNA endonuclease ANKZF1 OS=Mus musculus OX=10090 GN=Ankzf1 PE=1 SV=2	88	88	1.000	7	9	7	7	5	11	7	9	6	7	6	7	7	9	7	7	5	11	7	9	6	7	6	7	7.000	9.000	7.000	7.000	5.000	11.000	7.000	9.000	6.000	7.000	6.000	7.000	 
4151.0	1	sp|Q80UU2|RPP38_MOUSE	 	38.9	280	31129	Ribonuclease P protein subunit p38 OS=Mus musculus OX=10090 GN=Rpp38 PE=1 SV=1	34	34	1.000	1	2	6	2	3	1	5	2	2	3	4	3	1	2	6	2	3	1	5	2	2	3	4	3	1.000	2.000	6.000	2.000	3.000	1.000	5.000	2.000	2.000	3.000	4.000	3.000	 
4152.0	1	sp|Q80UU9|PGRC2_MOUSE	 	60.8	217	23334	Membrane-associated progesterone receptor component 2 OS=Mus musculus OX=10090 GN=Pgrmc2 PE=1 SV=2	153	123	0.804	8	13	13	16	13	14	15	18	11	12	9	11	4	10	11	14	10	11	12	14	8	11	8	10	4.696	11.111	11.759	14.800	11.000	11.971	13.125	15.600	8.857	11.344	8.364	10.263	sp|O55022|PGRC1_MOUSE, sp|Q80UU9|PGRC2_MOUSE
4153.0	1	sp|Q80UV9|TAF1_MOUSE	 	9.7	1891	214417	Transcription initiation factor TFIID subunit 1 OS=Mus musculus OX=10090 GN=Taf1 PE=1 SV=2	25	25	1.000	4	4	1	1	2	3	4	2	1	1	0	2	4	4	1	1	2	3	4	2	1	1	0	2	4.000	4.000	1.000	1.000	2.000	3.000	4.000	2.000	1.000	1.000	0.000	2.000	 
4154.0	1	sp|Q80UW5|MRCKG_MOUSE	 	19.9	1551	172145	Serine/threonine-protein kinase MRCK gamma OS=Mus musculus OX=10090 GN=Cdc42bpg PE=1 SV=2	52	41	0.788	5	3	2	1	3	4	10	7	6	4	5	2	4	2	2	1	2	3	9	5	4	3	4	2	4.138	3.000	2.000	1.000	2.062	3.064	9.196	5.227	4.200	3.088	4.103	2.000	sp|P54265|DMPK_MOUSE, sp|Q7TT50|MRCKB_MOUSE, sp|Q80UW5|MRCKG_MOUSE
4155.0	1	sp|Q80UW8|RPAB1_MOUSE	 	37.1	210	24570	DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Mus musculus OX=10090 GN=Polr2e PE=1 SV=1	44	44	1.000	4	4	4	3	5	4	4	4	3	3	3	3	4	4	4	3	5	4	4	4	3	3	3	3	4.000	4.000	4.000	3.000	5.000	4.000	4.000	4.000	3.000	3.000	3.000	3.000	 
4156.0	1	sp|Q80UX8|ABHDD_MOUSE	 	8.3	337	38525	Protein ABHD13 OS=Mus musculus OX=10090 GN=Abhd13 PE=2 SV=1	2	2	1.000	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	 
4157.0	1	sp|Q80UY1|CARME_MOUSE	 	25.0	400	46338	Carnosine N-methyltransferase OS=Mus musculus OX=10090 GN=Carnmt1 PE=1 SV=1	46	46	1.000	3	5	3	5	3	4	7	5	4	4	1	2	3	5	3	5	3	4	7	5	4	4	1	2	3.000	5.000	3.000	5.000	3.000	4.000	7.000	5.000	4.000	4.000	1.000	2.000	 
4158.0	1	sp|Q80UY2|KCMF1_MOUSE	 	42.8	381	41791	E3 ubiquitin-protein ligase KCMF1 OS=Mus musculus OX=10090 GN=Kcmf1 PE=1 SV=1	70	70	1.000	6	7	3	7	6	7	5	7	8	5	3	6	6	7	3	7	6	7	5	7	8	5	3	6	6.000	7.000	3.000	7.000	6.000	7.000	5.000	7.000	8.000	5.000	3.000	6.000	 
4159.0	1	sp|Q80UZ0|FGD5_MOUSE	 	14.2	1219	134717	FYVE, RhoGEF and PH domain-containing protein 5 OS=Mus musculus OX=10090 GN=Fgd5 PE=1 SV=2	36	36	1.000	4	3	2	2	3	2	4	3	2	3	3	5	4	3	2	2	3	2	4	3	2	3	3	5	4.000	3.000	2.000	2.000	3.000	2.000	4.000	3.000	2.000	3.000	3.000	5.000	 
4160.0	1	sp|Q80UZ2|SDA1_MOUSE	 	6.6	687	79558	Protein SDA1 homolog OS=Mus musculus OX=10090 GN=Sdad1 PE=1 SV=1	10	10	1.000	0	1	3	0	1	1	0	1	1	1	1	0	0	1	3	0	1	1	0	1	1	1	1	0	0.000	1.000	3.000	0.000	1.000	1.000	0.000	1.000	1.000	1.000	1.000	0.000	 
4161.0	1	sp|Q80V03|ADCK5_MOUSE	 	34.7	582	66654	Uncharacterized aarF domain-containing protein kinase 5 OS=Mus musculus OX=10090 GN=Adck5 PE=2 SV=2	66	66	1.000	7	5	3	4	5	6	6	3	5	4	9	9	7	5	3	4	5	6	6	3	5	4	9	9	7.000	5.000	3.000	4.000	5.000	6.000	6.000	3.000	5.000	4.000	9.000	9.000	 
4162.0	1	sp|Q80V24|VGLL4_MOUSE	 	17.1	287	30998	Transcription cofactor vestigial-like protein 4 OS=Mus musculus OX=10090 GN=Vgll4 PE=1 SV=1	7	7	1.000	0	0	0	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	1	0	0	0	3	3	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	3.000	3.000	 
4163.0	1	sp|Q80V26|IMPA3_MOUSE	 	39.9	356	38616	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase OS=Mus musculus OX=10090 GN=Bpnt2 PE=1 SV=1	41	41	1.000	2	2	2	5	3	5	1	4	5	4	3	5	2	2	2	5	3	5	1	4	5	4	3	5	2.000	2.000	2.000	5.000	3.000	5.000	1.000	4.000	5.000	4.000	3.000	5.000	 
4164.0	1	sp|Q80V53|CHSTE_MOUSE	 	7.2	376	43144	Carbohydrate sulfotransferase 14 OS=Mus musculus OX=10090 GN=Chst14 PE=2 SV=2	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	 
4165.0	1	sp|Q80V86|INT8_MOUSE	 	13.7	995	113352	Integrator complex subunit 8 OS=Mus musculus OX=10090 GN=Ints8 PE=1 SV=1	34	34	1.000	5	2	3	2	4	5	2	2	3	1	3	2	5	2	3	2	4	5	2	2	3	1	3	2	5.000	2.000	3.000	2.000	4.000	5.000	2.000	2.000	3.000	1.000	3.000	2.000	 
4166.0	1	sp|Q80V94|AP4E1_MOUSE	 	21.7	1122	124844	AP-4 complex subunit epsilon-1 OS=Mus musculus OX=10090 GN=Ap4e1 PE=1 SV=3	38	38	1.000	3	3	2	4	2	4	3	1	6	5	3	2	3	3	2	4	2	4	3	1	6	5	3	2	3.000	3.000	2.000	4.000	2.000	4.000	3.000	1.000	6.000	5.000	3.000	2.000	 
4167.0	1	sp|Q80VC6|TSAP1_MOUSE	 	18.1	287	32423	tRNA selenocysteine 1-associated protein 1 OS=Mus musculus OX=10090 GN=Trnau1ap PE=1 SV=2	14	14	1.000	1	2	1	0	1	1	1	2	3	2	0	0	1	2	1	0	1	1	1	2	3	2	0	0	1.000	2.000	1.000	0.000	1.000	1.000	1.000	2.000	3.000	2.000	0.000	0.000	 
4168.0	1	sp|Q80VC9|CAMP3_MOUSE	 	32.5	1252	135174	Calmodulin-regulated spectrin-associated protein 3 OS=Mus musculus OX=10090 GN=Camsap3 PE=1 SV=1	82	82	1.000	5	3	4	4	4	8	3	7	6	8	13	17	5	3	4	4	4	8	3	7	6	8	13	17	5.000	3.000	4.000	4.000	4.000	8.000	3.000	7.000	6.000	8.000	13.000	17.000	 
4169.0	1	sp|Q80VD1|FA98B_MOUSE	 	53.6	429	45349	Protein FAM98B OS=Mus musculus OX=10090 GN=Fam98b PE=1 SV=1	179	101	0.564	13	15	16	11	18	15	15	16	18	19	10	13	7	6	9	9	10	7	8	7	10	12	7	9	10.000	10.154	12.938	10.286	15.000	10.733	11.733	11.846	15.333	16.421	8.615	11.250	sp|Q3TJZ6|FA98A_MOUSE, sp|Q80VD1|FA98B_MOUSE
4170.0	1	sp|Q80VI1|TRI56_MOUSE	 	48.1	734	79512	E3 ubiquitin-protein ligase TRIM56 OS=Mus musculus OX=10090 GN=Trim56 PE=1 SV=1	136	136	1.000	8	9	5	9	11	11	11	13	12	14	14	19	8	9	5	9	11	11	11	13	12	14	14	19	8.000	9.000	5.000	9.000	11.000	11.000	11.000	13.000	12.000	14.000	14.000	19.000	 
4171.0	1	sp|Q80VJ2|SRA1_MOUSE	 	49.5	220	24324	Steroid receptor RNA activator 1 OS=Mus musculus OX=10090 GN=Sra1 PE=1 SV=4	54	54	1.000	3	4	4	4	3	8	7	5	7	4	3	2	3	4	4	4	3	8	7	5	7	4	3	2	3.000	4.000	4.000	4.000	3.000	8.000	7.000	5.000	7.000	4.000	3.000	2.000	 
4172.0	1	sp|Q80VJ3|DNPH1_MOUSE	 	54.9	173	18977	5-hydroxymethyl-dUMP N-hydrolase OS=Mus musculus OX=10090 GN=Dnph1 PE=1 SV=2	43	43	1.000	5	4	2	4	5	4	4	6	2	3	2	2	5	4	2	4	5	4	4	6	2	3	2	2	5.000	4.000	2.000	4.000	5.000	4.000	4.000	6.000	2.000	3.000	2.000	2.000	 
4173.0	1	sp|Q80VL1|TDRKH_MOUSE	 	22.1	560	62133	Tudor and KH domain-containing protein OS=Mus musculus OX=10090 GN=Tdrkh PE=1 SV=1	41	41	1.000	3	5	3	2	3	6	3	5	3	5	2	1	3	5	3	2	3	6	3	5	3	5	2	1	3.000	5.000	3.000	2.000	3.000	6.000	3.000	5.000	3.000	5.000	2.000	1.000	 
4174.0	1	sp|Q80VP0|TCPR1_MOUSE	 	6.9	1166	130264	Tectonin beta-propeller repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Tecpr1 PE=1 SV=1	10	10	1.000	1	0	0	2	0	0	1	1	1	1	1	2	1	0	0	2	0	0	1	1	1	1	1	2	1.000	0.000	0.000	2.000	0.000	0.000	1.000	1.000	1.000	1.000	1.000	2.000	 
4175.0	1	sp|Q80VP1|EPN1_MOUSE	 	35.8	575	60211	Epsin-1 OS=Mus musculus OX=10090 GN=Epn1 PE=1 SV=3	179	162	0.905	15	14	16	17	16	16	15	15	13	13	13	16	14	12	15	14	15	15	14	13	11	12	12	15	15.000	14.000	16.000	17.000	16.000	16.000	15.000	15.000	13.000	13.000	13.000	16.000	sp|Q80VP1|EPN1_MOUSE, sp|Q91W69|EPN3_MOUSE
4176.0	1	sp|Q80VP5|MTRFR_MOUSE	 	26.6	184	20787	Mitochondrial translation release factor in rescue OS=Mus musculus OX=10090 GN=Mtrfr PE=1 SV=1	20	20	1.000	3	1	1	0	3	1	0	1	2	3	2	3	3	1	1	0	3	1	0	1	2	3	2	3	3.000	1.000	1.000	0.000	3.000	1.000	0.000	1.000	2.000	3.000	2.000	3.000	 
4177.0	1	sp|Q80VQ0|AL3B1_MOUSE	 	18.2	468	52292	Aldehyde dehydrogenase family 3 member B1 OS=Mus musculus OX=10090 GN=Aldh3b1 PE=1 SV=1	19	14	0.737	3	1	1	1	1	3	2	0	0	3	2	2	3	0	1	1	0	2	2	0	0	3	1	1	3.000	0.500	1.000	1.000	0.500	3.000	2.000	0.000	0.000	3.000	2.000	2.000	sp|P47739|AL3A1_MOUSE, sp|Q80VQ0|AL3B1_MOUSE
4178.0	1	sp|Q80VQ1|LRRC1_MOUSE	 	7.1	524	59411	Leucine-rich repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Lrrc1 PE=1 SV=2	11	1	0.091	0	0	0	1	0	2	1	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.100	sp|Q80U72|SCRIB_MOUSE, sp|Q80VQ1|LRRC1_MOUSE
4179.0	1	sp|Q80VR3|ST1C1_MOUSE	 	7.6	304	35797	Sulfotransferase 1C1 OS=Mus musculus OX=10090 GN=Sult1c1 PE=1 SV=1	25	2	0.080	1	3	2	3	4	2	2	1	1	2	1	3	0	0	0	0	1	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000	1.097	0.000	0.000	0.000	0.000	1.056	0.000	0.000	sp|Q3UZZ6|ST1D1_MOUSE, sp|Q80VR3|ST1C1_MOUSE
4180.0	1	sp|Q80W00|PP1RA_MOUSE	 	23.0	888	94371	Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Mus musculus OX=10090 GN=Ppp1r10 PE=1 SV=1	68	68	1.000	6	7	4	4	4	9	6	6	5	6	5	6	6	7	4	4	4	9	6	6	5	6	5	6	6.000	7.000	4.000	4.000	4.000	9.000	6.000	6.000	5.000	6.000	5.000	6.000	 
4181.0	1	sp|Q80W04|TMCC2_MOUSE	 	10.9	706	77053	Transmembrane and coiled-coil domains protein 2 OS=Mus musculus OX=10090 GN=Tmcc2 PE=1 SV=1	25	13	0.520	0	3	2	0	2	1	3	3	3	3	4	1	0	2	0	0	1	1	2	1	2	1	3	0	0.000	2.333	0.000	0.000	1.200	1.000	2.333	1.250	2.333	1.333	3.600	0.000	sp|Q69ZZ6|TMCC1_MOUSE, sp|Q80W04|TMCC2_MOUSE
4182.0	1	sp|Q80W14|PR40B_MOUSE	 	12.9	870	99299	Pre-mRNA-processing factor 40 homolog B OS=Mus musculus OX=10090 GN=Prpf40b PE=1 SV=2	17	14	0.824	1	1	1	3	3	2	0	4	0	0	1	1	1	1	1	3	3	1	0	3	0	0	1	0	1.000	1.000	1.000	3.000	3.000	1.043	0.000	3.143	0.000	0.000	1.000	0.000	sp|Q80W14|PR40B_MOUSE, sp|Q9R1C7|PR40A_MOUSE
4183.0	1	sp|Q80W21|GSTM7_MOUSE	 	75.2	218	25709	Glutathione S-transferase Mu 7 OS=Mus musculus OX=10090 GN=Gstm7 PE=1 SV=1	473	243	0.514	47	50	37	35	40	44	41	37	31	35	35	41	17	27	21	21	22	22	25	19	19	20	14	16	20.933	31.945	24.407	23.753	25.123	25.460	27.938	21.499	20.819	22.173	16.949	19.393	sp|O35660|GSTM6_MOUSE, sp|P10649|GSTM1_MOUSE, sp|P15626|GSTM2_MOUSE, sp|P19639|GSTM3_MOUSE, sp|P48774|GSTM5_MOUSE, sp|Q80W21|GSTM7_MOUSE, sp|Q8R5I6|GSTM4_MOUSE
4184.0	1	sp|Q80W22|THNS2_MOUSE	 	76.0	483	54187	Threonine synthase-like 2 OS=Mus musculus OX=10090 GN=Thnsl2 PE=1 SV=1	299	299	1.000	20	27	23	29	29	24	19	25	27	25	24	27	20	27	23	29	29	24	19	25	27	25	24	27	20.000	27.000	23.000	29.000	29.000	24.000	19.000	25.000	27.000	25.000	24.000	27.000	 
4185.0	1	sp|Q80W37|SPN1_MOUSE	 	19.8	358	41032	Snurportin-1 OS=Mus musculus OX=10090 GN=Snupn PE=2 SV=1	11	11	1.000	1	2	0	0	0	1	3	1	0	1	2	0	1	2	0	0	0	1	3	1	0	1	2	0	1.000	2.000	0.000	0.000	0.000	1.000	3.000	1.000	0.000	1.000	2.000	0.000	 
4186.0	1	sp|Q80W47|WIPI2_MOUSE	 	51.5	445	48477	WD repeat domain phosphoinositide-interacting protein 2 OS=Mus musculus OX=10090 GN=Wipi2 PE=1 SV=1	130	124	0.954	9	6	10	7	11	9	14	13	12	9	12	18	9	6	9	7	11	7	13	12	11	9	12	18	9.000	6.000	9.600	7.000	11.000	8.556	13.812	12.857	11.917	9.000	12.000	18.000	sp|Q80W47|WIPI2_MOUSE, sp|Q9CR39|WIPI3_MOUSE
4187.0	1	sp|Q80W49|CRBG3_MOUSE	 	9.7	1005	114260	Beta/gamma crystallin domain-containing protein 3 OS=Mus musculus OX=10090 GN=Crybg3 PE=1 SV=2	17	17	1.000	2	0	0	1	1	0	2	3	2	4	1	1	2	0	0	1	1	0	2	3	2	4	1	1	2.000	0.000	0.000	1.000	1.000	0.000	2.000	3.000	2.000	4.000	1.000	1.000	 
4188.0	1	sp|Q80W54|FACE1_MOUSE	 	31.4	475	54734	CAAX prenyl protease 1 homolog OS=Mus musculus OX=10090 GN=Zmpste24 PE=1 SV=2	105	105	1.000	10	8	7	5	10	8	8	8	8	9	11	13	10	8	7	5	10	8	8	8	8	9	11	13	10.000	8.000	7.000	5.000	10.000	8.000	8.000	8.000	8.000	9.000	11.000	13.000	 
4189.0	1	sp|Q80W65|PCSK9_MOUSE	 	9.2	694	74822	Proprotein convertase subtilisin/kexin type 9 OS=Mus musculus OX=10090 GN=Pcsk9 PE=1 SV=2	9	9	1.000	0	1	0	2	0	1	1	1	1	0	1	1	0	1	0	2	0	1	1	1	1	0	1	1	0.000	1.000	0.000	2.000	0.000	1.000	1.000	1.000	1.000	0.000	1.000	1.000	 
4190.0	1	sp|Q80W93|HYDIN_MOUSE	 	1.6	5154	581516	Hydrocephalus-inducing protein OS=Mus musculus OX=10090 GN=Hydin PE=1 SV=2	8	8	1.000	1	0	1	0	1	0	1	0	2	0	1	1	1	0	1	0	1	0	1	0	2	0	1	1	1.000	0.000	1.000	0.000	1.000	0.000	1.000	0.000	2.000	0.000	1.000	1.000	 
4191.0	1	sp|Q80WB5|NTAQ1_MOUSE	 	23.9	209	24336	Protein N-terminal glutamine amidohydrolase OS=Mus musculus OX=10090 GN=Ntaq1 PE=1 SV=1	16	16	1.000	1	1	0	1	0	1	2	3	1	1	3	2	1	1	0	1	0	1	2	3	1	1	3	2	1.000	1.000	0.000	1.000	0.000	1.000	2.000	3.000	1.000	1.000	3.000	2.000	 
4192.0	1	sp|Q80WC1|UBN2_MOUSE	 	2.7	1314	141739	Ubinuclein-2 OS=Mus musculus OX=10090 GN=Ubn2 PE=1 SV=2	23	23	1.000	0	2	2	2	1	1	1	3	5	2	2	2	0	2	2	2	1	1	1	3	5	2	2	2	0.000	2.000	2.000	2.000	1.000	1.000	1.000	3.000	5.000	2.000	2.000	2.000	 
4193.0	1	sp|Q80WC7|AGFG2_MOUSE	 	18.6	479	48967	Arf-GAP domain and FG repeat-containing protein 2 OS=Mus musculus OX=10090 GN=Agfg2 PE=1 SV=1	63	63	1.000	3	4	6	5	8	7	4	6	5	4	5	6	3	4	6	5	8	7	4	6	5	4	5	6	3.000	4.000	6.000	5.000	8.000	7.000	4.000	6.000	5.000	4.000	5.000	6.000	 
4194.0	1	sp|Q80WG5|LRC8A_MOUSE	 	10.7	810	94118	Volume-regulated anion channel subunit LRRC8A OS=Mus musculus OX=10090 GN=Lrrc8a PE=1 SV=1	15	15	1.000	1	0	1	2	2	1	2	1	1	3	0	1	1	0	1	2	2	1	2	1	1	3	0	1	1.000	0.000	1.000	2.000	2.000	1.000	2.000	1.000	1.000	3.000	0.000	1.000	 
4195.0	1	sp|Q80WJ7|LYRIC_MOUSE	 	59.2	579	63845	Protein LYRIC OS=Mus musculus OX=10090 GN=Mtdh PE=1 SV=1	307	307	1.000	22	24	25	26	21	28	30	26	29	25	25	26	22	24	25	26	21	28	30	26	29	25	25	26	22.000	24.000	25.000	26.000	21.000	28.000	30.000	26.000	29.000	25.000	25.000	26.000	 
4196.0	1	sp|Q80WQ2|VAC14_MOUSE	 	41.8	782	88047	Protein VAC14 homolog OS=Mus musculus OX=10090 GN=Vac14 PE=1 SV=1	195	195	1.000	18	16	13	17	20	20	17	14	18	15	12	15	18	16	13	17	20	20	17	14	18	15	12	15	18.000	16.000	13.000	17.000	20.000	20.000	17.000	14.000	18.000	15.000	12.000	15.000	 
4197.0	1	sp|Q80WR5|CA174_MOUSE	 	52.6	230	24774	UPF0688 protein C1orf174 homolog OS=Mus musculus OX=10090 PE=1 SV=1	40	40	1.000	3	4	2	2	3	2	2	3	3	5	4	7	3	4	2	2	3	2	2	3	3	5	4	7	3.000	4.000	2.000	2.000	3.000	2.000	2.000	3.000	3.000	5.000	4.000	7.000	 
4198.0	1	sp|Q80WS3|FBLL1_MOUSE	 	16.6	314	33338	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1 OS=Mus musculus OX=10090 GN=Fbll1 PE=1 SV=1	34	2	0.059	2	4	1	2	2	4	2	2	3	2	5	5	0	1	0	0	0	1	0	0	0	0	0	0	0.000	1.188	0.000	0.000	0.000	1.167	0.000	0.000	0.000	0.000	0.000	0.000	sp|P35550|FBRL_MOUSE, sp|Q80WS3|FBLL1_MOUSE
4199.0	1	sp|Q80WT5|AFTIN_MOUSE	 	39.0	931	101129	Aftiphilin OS=Mus musculus OX=10090 GN=Aftph PE=1 SV=2	105	105	1.000	8	13	7	6	6	10	10	14	12	9	5	5	8	13	7	6	6	10	10	14	12	9	5	5	8.000	13.000	7.000	6.000	6.000	10.000	10.000	14.000	12.000	9.000	5.000	5.000	 
