Program "PAW_protein_grouper.py" run on Tue Oct 28 09:49:56 2025


	=SUBTOTAL(109,B6:B6331)																					
2946	1	sp|Q7TPM9|MTMRA_MOUSE	 	 	 	 	19.6	771	88196	Myotubularin-related protein 10 OS=Mus musculus OX=10090 GN=Mtmr10 PE=1 SV=2	29	29	1.000	10	9	10	10	9	10	10.000	9.000	10.000
2947	1	sp|Q7TPR4|ACTN1_MOUSE	 	 	sp|P57780|ACTN4_MOUSE, sp|Q7TPR4|ACTN1_MOUSE, sp|Q9JI91|ACTN2_MOUSE	 	52.6	892	103067	Alpha-actinin-1 OS=Mus musculus OX=10090 GN=Actn1 PE=1 SV=1	205	94	0.459	63	75	67	30	32	32	42.241	46.201	44.790
2949	1	sp|Q7TPS5|C2CD5_MOUSE	 	 	 	 	3.1	1016	111663	C2 domain-containing protein 5 OS=Mus musculus OX=10090 GN=C2cd5 PE=1 SV=2	3	3	1.000	2	0	1	2	0	1	2.000	0.000	1.000
2950	1	sp|Q7TPV4|MBB1A_MOUSE	 	 	 	 	29.9	1344	152035	Myb-binding protein 1A OS=Mus musculus OX=10090 GN=Mybbp1a PE=1 SV=2	114	114	1.000	42	35	37	42	35	37	42.000	35.000	37.000
2951	1	sp|Q7TPW1|NEXN_MOUSE	 	 	sp|P10107|ANXA1_MOUSE, sp|Q7TPW1|NEXN_MOUSE	 	2.5	607	72107	Nexilin OS=Mus musculus OX=10090 GN=Nexn PE=1 SV=3	4	1	0.250	1	2	1	0	1	0	0.000	1.053	0.000
2952	1	sp|Q7TQ48|SRCA_MOUSE	 	 	 	 	3.4	472	54286	Sarcalumenin OS=Mus musculus OX=10090 GN=Srl PE=1 SV=2	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000
2953	1	sp|Q7TQ95|LNP_MOUSE	 	 	 	 	9.2	425	47499	Endoplasmic reticulum junction formation protein lunapark OS=Mus musculus OX=10090 GN=Lnpk PE=1 SV=1	5	5	1.000	3	1	1	3	1	1	3.000	1.000	1.000
2954	1	sp|Q7TQD2|TPPP_MOUSE	 	 	 	 	40.4	218	23574	Tubulin polymerization-promoting protein OS=Mus musculus OX=10090 GN=Tppp PE=1 SV=1	19	19	1.000	5	7	7	5	7	7	5.000	7.000	7.000
2955	1	sp|Q7TQE6|MACOI_MOUSE	 	 	 	 	7.7	664	76088	Macoilin OS=Mus musculus OX=10090 GN=Maco1 PE=1 SV=1	7	7	1.000	4	1	2	4	1	2	4.000	1.000	2.000
2956	1	sp|Q7TQG1|PKHA6_MOUSE	 	 	 	 	18.2	1173	131426	Pleckstrin homology domain-containing family A member 6 OS=Mus musculus OX=10090 GN=Plekha6 PE=1 SV=1	36	36	1.000	11	13	12	11	13	12	11.000	13.000	12.000
2957	1	sp|Q7TQH0|ATX2L_MOUSE	 	 	sp|O70305|ATX2_MOUSE, sp|Q7TQH0|ATX2L_MOUSE	 	18.6	1049	110648	Ataxin-2-like protein OS=Mus musculus OX=10090 GN=Atxn2l PE=1 SV=1	53	49	0.925	19	17	17	18	15	16	18.500	15.968	16.500
2958	1	sp|Q7TQI3|OTUB1_MOUSE	 	 	 	 	49.8	271	31270	Ubiquitin thioesterase OTUB1 OS=Mus musculus OX=10090 GN=Otub1 PE=1 SV=2	38	38	1.000	12	13	13	12	13	13	12.000	13.000	13.000
2959	1	sp|Q7TQI7|ABTB2_MOUSE	 	 	 	 	2.5	1024	113502	Ankyrin repeat and BTB/POZ domain-containing protein 2 OS=Mus musculus OX=10090 GN=Abtb2 PE=1 SV=1	4	4	1.000	1	0	3	1	0	3	1.000	0.000	3.000
2960	1	sp|Q7TQK0|CCNT2_MOUSE	 	 	sp|Q7TQK0|CCNT2_MOUSE, sp|Q9QWV9|CCNT1_MOUSE	 	4.7	723	80251	Cyclin-T2 OS=Mus musculus OX=10090 GN=Ccnt2 PE=1 SV=1	5	3	0.600	1	2	2	1	1	1	1.000	1.250	1.333
2961	1	sp|Q7TQK1|INT7_MOUSE	 	 	 	 	10.0	966	106860	Integrator complex subunit 7 OS=Mus musculus OX=10090 GN=Ints7 PE=1 SV=1	11	11	1.000	5	4	2	5	4	2	5.000	4.000	2.000
2962	1	sp|Q7TQK4|EXOS3_MOUSE	 	 	 	 	20.8	274	29546	Exosome complex component RRP40 OS=Mus musculus OX=10090 GN=Exosc3 PE=1 SV=3	6	6	1.000	1	1	4	1	1	4	1.000	1.000	4.000
2963	1	sp|Q7TQK5|CCD93_MOUSE	 	 	 	 	33.2	629	72602	Coiled-coil domain-containing protein 93 OS=Mus musculus OX=10090 GN=Ccdc93 PE=1 SV=1	56	56	1.000	20	15	21	20	15	21	20.000	15.000	21.000
2964	1	sp|Q7TSC1|PRC2A_MOUSE	 	 	sp|Q3TLH4|PRC2C_MOUSE, sp|Q7TSC1|PRC2A_MOUSE	 	15.4	2158	229200	Protein PRRC2A OS=Mus musculus OX=10090 GN=Prrc2a PE=1 SV=1	61	58	0.951	24	15	22	23	14	21	23.500	14.378	21.488
2965	1	sp|Q7TSE6|ST38L_MOUSE	 	 	sp|Q7TSE6|ST38L_MOUSE, sp|Q91VJ4|STK38_MOUSE	 	11.0	464	53771	Serine/threonine-protein kinase 38-like OS=Mus musculus OX=10090 GN=Stk38l PE=1 SV=2	13	7	0.538	4	4	5	2	2	3	2.571	2.571	3.750
2966	1	sp|Q7TSG2|CTDP1_MOUSE	 	 	 	 	8.4	960	104553	RNA polymerase II subunit A C-terminal domain phosphatase OS=Mus musculus OX=10090 GN=Ctdp1 PE=1 SV=1	11	11	1.000	6	3	2	6	3	2	6.000	3.000	2.000
2967	1	sp|Q7TSH2|KPBB_MOUSE	 	 	 	 	18.4	1085	123888	Phosphorylase b kinase regulatory subunit beta OS=Mus musculus OX=10090 GN=Phkb PE=1 SV=1	54	54	1.000	19	16	19	19	16	19	19.000	16.000	19.000
2968	1	sp|Q7TSH6|SCAF4_MOUSE	 	 	sp|Q6DID3|SCAF8_MOUSE, sp|Q7TSH6|SCAF4_MOUSE	 	4.6	1183	129054	SR-related and CTD-associated factor 4 OS=Mus musculus OX=10090 GN=Scaf4 PE=1 SV=1	13	6	0.462	4	4	5	2	2	2	3.333	3.333	3.500
2969	1	sp|Q7TSI3|PP6R1_MOUSE	 	 	sp|Q7TSI3|PP6R1_MOUSE, sp|Q8R3Q2|PP6R2_MOUSE, sp|Q922D4|PP6R3_MOUSE	 	25.1	856	94526	Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Mus musculus OX=10090 GN=Ppp6r1 PE=1 SV=1	45	44	0.978	14	16	15	14	16	14	14.000	16.000	14.400
2970	1	sp|Q7TSV4|PGM2_MOUSE	 	 	 	 	26.0	620	68747	Phosphopentomutase OS=Mus musculus OX=10090 GN=Pgm2 PE=1 SV=1	49	49	1.000	15	16	18	15	16	18	15.000	16.000	18.000
2971	1	sp|Q7TT18|MCAF1_MOUSE	 	 	 	 	1.3	1306	138591	Activating transcription factor 7-interacting protein 1 OS=Mus musculus OX=10090 GN=Atf7ip PE=1 SV=1	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000
2972	1	sp|Q7TT37|ELP1_MOUSE	 	 	 	 	15.2	1333	149582	Elongator complex protein 1 OS=Mus musculus OX=10090 GN=Elp1 PE=1 SV=2	32	32	1.000	10	11	11	10	11	11	10.000	11.000	11.000
2973	1	sp|Q7TT50|MRCKB_MOUSE	 	 	sp|P54265|DMPK_MOUSE, sp|Q7TT50|MRCKB_MOUSE, sp|Q80UW5|MRCKG_MOUSE, sp|Q8BYW1|RHG25_MOUSE, sp|Q9JLV5|CUL3_MOUSE	 	25.4	1713	194750	Serine/threonine-protein kinase MRCK beta OS=Mus musculus OX=10090 GN=Cdc42bpb PE=1 SV=2	98	89	0.908	28	33	37	25	30	34	27.543	32.568	36.556
2975	1	sp|Q80SY4|MIB1_MOUSE	 	 	 	 	18.0	1006	110087	E3 ubiquitin-protein ligase MIB1 OS=Mus musculus OX=10090 GN=Mib1 PE=1 SV=1	33	33	1.000	11	11	11	11	11	11	11.000	11.000	11.000
2976	1	sp|Q80SY5|PR38B_MOUSE	 	 	 	 	12.7	542	63752	Pre-mRNA-splicing factor 38B OS=Mus musculus OX=10090 GN=Prpf38b PE=1 SV=1	18	18	1.000	8	5	5	8	5	5	8.000	5.000	5.000
2977	1	sp|Q80SY6|ADAL_MOUSE	 	 	 	 	9.7	360	41000	N6-Methyl-AMP deaminase OS=Mus musculus OX=10090 GN=Mapda PE=2 SV=1	5	5	1.000	3	1	1	3	1	1	3.000	1.000	1.000
2978	1	sp|Q80SZ7|GBG5_MOUSE	 	 	 	 	23.5	68	7318	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 OS=Mus musculus OX=10090 GN=Gng5 PE=1 SV=2	21	21	1.000	8	6	7	8	6	7	8.000	6.000	7.000
2979	1	sp|Q80T19|HEPC2_MOUSE (+1)	sp|Q80T19|HEPC2_MOUSE&sp|Q9EQ21|HEPC_MOUSE	 	 	 	27.7	83	9410	Hepcidin-2 OS=Mus musculus OX=10090 GN=Hamp2 PE=2 SV=1	7	7	1.000	3	3	1	3	3	1	3.000	3.000	1.000
2980	1	sp|Q80T85|DCAF5_MOUSE	 	 	 	 	3.1	946	103675	DDB1- and CUL4-associated factor 5 OS=Mus musculus OX=10090 GN=Dcaf5 PE=1 SV=2	4	4	1.000	1	0	3	1	0	3	1.000	0.000	3.000
2981	1	sp|Q80TA6|MTMRC_MOUSE	 	 	 	 	4.4	747	85515	Myotubularin-related protein 12 OS=Mus musculus OX=10090 GN=Mtmr12 PE=1 SV=2	5	5	1.000	3	2	0	3	2	0	3.000	2.000	0.000
2982	1	sp|Q80TA9|EPG5_MOUSE	 	 	 	 	3.8	2572	290798	Ectopic P granules protein 5 homolog OS=Mus musculus OX=10090 GN=Epg5 PE=1 SV=2	13	13	1.000	2	6	5	2	6	5	2.000	6.000	5.000
2983	1	sp|Q80TE0|RPAP1_MOUSE	 	 	 	 	3.0	1409	155268	RNA polymerase II-associated protein 1 OS=Mus musculus OX=10090 GN=Rpap1 PE=1 SV=2	9	9	1.000	2	3	4	2	3	4	2.000	3.000	4.000
2984	1	sp|Q80TH2|ERBIN_MOUSE	 	 	 	 	9.1	1402	157247	Erbin OS=Mus musculus OX=10090 GN=Erbin PE=1 SV=3	21	21	1.000	8	7	6	8	7	6	8.000	7.000	6.000
2985	1	sp|Q80TL7|MON2_MOUSE	 	 	 	 	13.5	1715	189076	Protein MON2 homolog OS=Mus musculus OX=10090 GN=Mon2 PE=1 SV=2	53	53	1.000	18	16	19	18	16	19	18.000	16.000	19.000
2986	1	sp|Q80TM9|NISCH_MOUSE	 	 	 	 	4.5	1593	175010	Nischarin OS=Mus musculus OX=10090 GN=Nisch PE=1 SV=2	13	13	1.000	4	5	4	4	5	4	4.000	5.000	4.000
2987	1	sp|Q80TN4|DJC16_MOUSE	 	 	 	 	3.0	772	89135	DnaJ homolog subfamily C member 16 OS=Mus musculus OX=10090 GN=Dnajc16 PE=1 SV=2	5	5	1.000	1	2	2	1	2	2	1.000	2.000	2.000
2988	1	sp|Q80TN7|NAV3_MOUSE	 	 	 	 	0.8	2359	252298	Neuron navigator 3 OS=Mus musculus OX=10090 GN=Nav3 PE=1 SV=2	4	4	1.000	2	2	0	2	2	0	2.000	2.000	0.000
2989	1	sp|Q80TP3|UBR5_MOUSE	 	 	 	 	4.2	2792	308349	E3 ubiquitin-protein ligase UBR5 OS=Mus musculus OX=10090 GN=Ubr5 PE=1 SV=2	15	15	1.000	3	5	7	3	5	7	3.000	5.000	7.000
2990	1	sp|Q80TR8|DCAF1_MOUSE	 	 	 	 	3.5	1506	168929	DDB1- and CUL4-associated factor 1 OS=Mus musculus OX=10090 GN=Dcaf1 PE=1 SV=4	10	10	1.000	4	3	3	4	3	3	4.000	3.000	3.000
2991	1	sp|Q80TV8|CLAP1_MOUSE	 	 	sp|Q80TV8|CLAP1_MOUSE, sp|Q8BRT1|CLAP2_MOUSE	 	10.4	1535	169225	CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=2	28	22	0.786	8	11	9	6	9	7	6.923	10.125	7.700
2992	1	sp|Q80TY0|FNBP1_MOUSE	 	 	 	 	10.6	616	71343	Formin-binding protein 1 OS=Mus musculus OX=10090 GN=Fnbp1 PE=1 SV=2	10	10	1.000	4	2	4	4	2	4	4.000	2.000	4.000
2993	1	sp|Q80TY5|VP13B_MOUSE	 	 	 	 	0.5	3993	444010	Intermembrane lipid transfer protein VPS13B OS=Mus musculus OX=10090 GN=Vps13b PE=1 SV=3	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000
2994	1	sp|Q80TZ3|AUXI_MOUSE	 	 	sp|Q80TZ3|AUXI_MOUSE, sp|Q99KY4|GAK_MOUSE	 	2.1	938	102298	Auxilin OS=Mus musculus OX=10090 GN=Dnajc6 PE=1 SV=2	3	1	0.333	2	1	0	1	0	0	1.071	0.000	0.000
2995	1	sp|Q80U30|CL16A_MOUSE	 	 	 	 	3.5	1036	116231	Protein CLEC16A OS=Mus musculus OX=10090 GN=Clec16a PE=1 SV=2	11	11	1.000	3	4	4	3	4	4	3.000	4.000	4.000
2996	1	sp|Q80U38|KHNYN_MOUSE	 	 	 	 	7.7	671	74564	Protein KHNYN OS=Mus musculus OX=10090 GN=Khnyn PE=2 SV=2	7	7	1.000	1	4	2	1	4	2	1.000	4.000	2.000
2997	1	sp|Q80U44|ZFY16_MOUSE	 	 	 	 	1.8	1528	166669	Zinc finger FYVE domain-containing protein 16 OS=Mus musculus OX=10090 GN=Zfyve16 PE=1 SV=2	5	5	1.000	3	2	0	3	2	0	3.000	2.000	0.000
2998	1	sp|Q80U49|C170B_MOUSE	 	 	sp|Q6A065|CE170_MOUSE, sp|Q80U49|C170B_MOUSE	 	7.6	1574	170819	Centrosomal protein of 170 kDa protein B OS=Mus musculus OX=10090 GN=Cep170b PE=1 SV=2	15	13	0.867	5	6	4	5	5	3	5.000	6.000	3.750
2999	1	sp|Q80U56|AVL9_MOUSE	 	 	 	 	8.9	649	72185	Late secretory pathway protein AVL9 homolog OS=Mus musculus OX=10090 GN=Avl9 PE=1 SV=2	5	5	1.000	2	2	1	2	2	1	2.000	2.000	1.000
3000	1	sp|Q80U58|PUM2_MOUSE	 	 	sp|Q80U58|PUM2_MOUSE, sp|Q80U78|PUM1_MOUSE	 	4.2	1066	114313	Pumilio homolog 2 OS=Mus musculus OX=10090 GN=Pum2 PE=1 SV=2	11	3	0.273	3	5	3	1	2	0	1.333	3.500	0.000
3001	1	sp|Q80U63|MFN2_MOUSE	 	 	sp|Q80U63|MFN2_MOUSE, sp|Q811U4|MFN1_MOUSE	 	32.9	757	86187	Mitofusin-2 OS=Mus musculus OX=10090 GN=Mfn2 PE=1 SV=3	55	51	0.927	15	21	19	14	19	18	14.636	20.310	18.692
3002	1	sp|Q80U72|SCRIB_MOUSE	 	 	 	 	19.5	1665	179748	Protein scribble homolog OS=Mus musculus OX=10090 GN=Scrib PE=1 SV=3	54	54	1.000	20	19	15	20	19	15	20.000	19.000	15.000
3003	1	sp|Q80U78|PUM1_MOUSE	 	 	sp|Q80U58|PUM2_MOUSE, sp|Q80U78|PUM1_MOUSE	 	6.9	1189	126618	Pumilio homolog 1 OS=Mus musculus OX=10090 GN=Pum1 PE=1 SV=2	19	11	0.579	7	5	7	5	2	4	6.667	3.500	7.000
3004	1	sp|Q80U87|UBP8_MOUSE	 	 	 	 	5.3	1080	122609	Ubiquitin carboxyl-terminal hydrolase 8 OS=Mus musculus OX=10090 GN=Usp8 PE=1 SV=2	10	10	1.000	2	4	4	2	4	4	2.000	4.000	4.000
3005	1	sp|Q80U93|NU214_MOUSE	 	 	 	 	9.6	2085	212976	Nuclear pore complex protein Nup214 OS=Mus musculus OX=10090 GN=Nup214 PE=1 SV=2	34	34	1.000	11	10	13	11	10	13	11.000	10.000	13.000
3006	1	sp|Q80U95|UBE3C_MOUSE	 	 	 	 	15.7	1083	123974	Ubiquitin-protein ligase E3C OS=Mus musculus OX=10090 GN=Ube3c PE=1 SV=2	29	29	1.000	13	7	9	13	7	9	13.000	7.000	9.000
3007	1	sp|Q80UG1|FADS6_MOUSE	 	 	 	 	17.5	342	38830	Fatty acid desaturase 6 OS=Mus musculus OX=10090 GN=Fads6 PE=2 SV=1	20	20	1.000	6	6	8	6	6	8	6.000	6.000	8.000
3008	1	sp|Q80UG5|SEPT9_MOUSE	 	 	 	 	44.6	583	65574	Septin-9 OS=Mus musculus OX=10090 GN=Septin9 PE=1 SV=1	86	86	1.000	25	27	34	25	27	34	25.000	27.000	34.000
3009	1	sp|Q80UJ7|RB3GP_MOUSE	 	 	 	 	23.1	981	110196	Rab3 GTPase-activating protein catalytic subunit OS=Mus musculus OX=10090 GN=Rab3gap1 PE=1 SV=4	39	39	1.000	15	13	11	15	13	11	15.000	13.000	11.000
3010	1	sp|Q80UK8|INT2_MOUSE	 	 	 	 	4.0	1198	133514	Integrator complex subunit 2 OS=Mus musculus OX=10090 GN=Ints2 PE=1 SV=2	10	10	1.000	3	3	4	3	3	4	3.000	3.000	4.000
3011	1	sp|Q80UM3|NAA15_MOUSE	 	 	sp|Q80UM3|NAA15_MOUSE, sp|Q9DBB4|NAA16_MOUSE	 	32.7	865	100960	N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Mus musculus OX=10090 GN=Naa15 PE=1 SV=1	93	74	0.796	32	34	27	26	28	20	31.200	33.419	25.385
3012	1	sp|Q80UM7|MOGS_MOUSE	 	 	 	 	34.1	834	91830	Mannosyl-oligosaccharide glucosidase OS=Mus musculus OX=10090 GN=Mogs PE=1 SV=1	100	100	1.000	31	37	32	31	37	32	31.000	37.000	32.000
3013	1	sp|Q80UP3|DGKZ_MOUSE	 	 	 	 	2.4	929	104030	Diacylglycerol kinase zeta OS=Mus musculus OX=10090 GN=Dgkz PE=1 SV=2	3	3	1.000	0	1	2	0	1	2	0.000	1.000	2.000
3014	1	sp|Q80UP5|AN13A_MOUSE	 	 	 	 	9.2	588	67177	Ankyrin repeat domain-containing protein 13A OS=Mus musculus OX=10090 GN=Ankrd13a PE=1 SV=2	5	5	1.000	2	2	1	2	2	1	2.000	2.000	1.000
3015	1	sp|Q80UP8|S20A2_MOUSE	 	 	 	 	5.0	656	70865	Sodium-dependent phosphate transporter 2 OS=Mus musculus OX=10090 GN=Slc20a2 PE=1 SV=2	6	6	1.000	3	2	1	3	2	1	3.000	2.000	1.000
3016	1	sp|Q80UQ2|RASF6_MOUSE	 	 	 	 	7.6	341	39873	Ras association domain-containing protein 6 OS=Mus musculus OX=10090 GN=Rassf6 PE=1 SV=2	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000
3017	1	sp|Q80UU1|ANKZ1_MOUSE	 	 	 	 	14.2	748	82975	tRNA endonuclease ANKZF1 OS=Mus musculus OX=10090 GN=Ankzf1 PE=1 SV=2	18	18	1.000	6	7	5	6	7	5	6.000	7.000	5.000
3018	1	sp|Q80UU2|RPP38_MOUSE	 	 	 	 	13.9	280	31129	Ribonuclease P protein subunit p38 OS=Mus musculus OX=10090 GN=Rpp38 PE=1 SV=1	7	7	1.000	2	2	3	2	2	3	2.000	2.000	3.000
3019	1	sp|Q80UU9|PGRC2_MOUSE	 	 	sp|O55022|PGRC1_MOUSE, sp|Q80UU9|PGRC2_MOUSE	 	52.1	217	23334	Membrane-associated progesterone receptor component 2 OS=Mus musculus OX=10090 GN=Pgrmc2 PE=1 SV=2	41	29	0.707	13	14	14	9	10	10	9.783	10.952	11.176
3020	1	sp|Q80UW0|H6ST2_MOUSE	 	 	 	 	2.6	612	69197	Heparan-sulfate 6-O-sulfotransferase 2 OS=Mus musculus OX=10090 GN=Hs6st2 PE=2 SV=3	4	4	1.000	1	1	2	1	1	2	1.000	1.000	2.000
3021	1	sp|Q80UW5|MRCKG_MOUSE	 	 	sp|P54265|DMPK_MOUSE, sp|Q7TT50|MRCKB_MOUSE, sp|Q80UW5|MRCKG_MOUSE	 	3.0	1551	172145	Serine/threonine-protein kinase MRCK gamma OS=Mus musculus OX=10090 GN=Cdc42bpg PE=1 SV=2	10	4	0.400	2	3	5	1	1	2	1.038	2.032	3.111
3022	1	sp|Q80UW8|RPAB1_MOUSE	 	 	 	 	31.4	210	24570	DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Mus musculus OX=10090 GN=Polr2e PE=1 SV=1	16	16	1.000	6	6	4	6	6	4	6.000	6.000	4.000
3023	1	sp|Q80UX8|ABHDD_MOUSE	 	 	 	 	7.1	337	38525	Protein ABHD13 OS=Mus musculus OX=10090 GN=Abhd13 PE=2 SV=1	3	3	1.000	2	0	1	2	0	1	2.000	0.000	1.000
3024	1	sp|Q80UY1|CARME_MOUSE	 	 	 	 	15.0	400	46338	Carnosine N-methyltransferase OS=Mus musculus OX=10090 GN=Carnmt1 PE=1 SV=1	13	13	1.000	5	4	4	5	4	4	5.000	4.000	4.000
3025	1	sp|Q80UY2|KCMF1_MOUSE	 	 	 	 	6.0	381	41791	E3 ubiquitin-protein ligase KCMF1 OS=Mus musculus OX=10090 GN=Kcmf1 PE=1 SV=1	7	7	1.000	2	2	3	2	2	3	2.000	2.000	3.000
3026	1	sp|Q80V03|ADCK5_MOUSE	 	 	 	 	16.2	582	66654	Uncharacterized aarF domain-containing protein kinase 5 OS=Mus musculus OX=10090 GN=Adck5 PE=2 SV=2	11	11	1.000	5	3	3	5	3	3	5.000	3.000	3.000
3027	1	sp|Q80V26|IMPA3_MOUSE	 	 	 	 	21.6	356	38616	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase OS=Mus musculus OX=10090 GN=Bpnt2 PE=1 SV=1	10	10	1.000	3	4	3	3	4	3	3.000	4.000	3.000
3028	1	sp|Q80V86|INT8_MOUSE	 	 	 	 	4.2	995	113352	Integrator complex subunit 8 OS=Mus musculus OX=10090 GN=Ints8 PE=1 SV=1	9	9	1.000	3	3	3	3	3	3	3.000	3.000	3.000
3029	1	sp|Q80V94|AP4E1_MOUSE	 	 	 	 	7.5	1122	124844	AP-4 complex subunit epsilon-1 OS=Mus musculus OX=10090 GN=Ap4e1 PE=1 SV=3	10	10	1.000	3	5	2	3	5	2	3.000	5.000	2.000
3030	1	sp|Q80VC9|CAMP3_MOUSE	 	 	 	 	7.4	1252	135174	Calmodulin-regulated spectrin-associated protein 3 OS=Mus musculus OX=10090 GN=Camsap3 PE=1 SV=1	10	10	1.000	5	2	3	5	2	3	5.000	2.000	3.000
3031	1	sp|Q80VD1|FA98B_MOUSE	 	 	sp|Q3TJZ6|FA98A_MOUSE, sp|Q80VD1|FA98B_MOUSE	 	24.0	429	45349	Protein FAM98B OS=Mus musculus OX=10090 GN=Fam98b PE=1 SV=1	25	14	0.560	10	9	6	6	4	4	7.412	5.538	4.889
3032	1	sp|Q80VI1|TRI56_MOUSE	 	 	 	 	14.6	734	79512	E3 ubiquitin-protein ligase TRIM56 OS=Mus musculus OX=10090 GN=Trim56 PE=1 SV=1	18	18	1.000	7	5	6	7	5	6	7.000	5.000	6.000
3033	1	sp|Q80VJ2|SRA1_MOUSE	 	 	 	 	46.4	220	24324	Steroid receptor RNA activator 1 OS=Mus musculus OX=10090 GN=Sra1 PE=1 SV=4	20	20	1.000	8	6	6	8	6	6	8.000	6.000	6.000
3034	1	sp|Q80VJ3|DNPH1_MOUSE	 	 	 	 	32.9	173	18977	5-hydroxymethyl-dUMP N-hydrolase OS=Mus musculus OX=10090 GN=Dnph1 PE=1 SV=2	9	9	1.000	3	3	3	3	3	3	3.000	3.000	3.000
3035	1	sp|Q80VL1|TDRKH_MOUSE	 	 	 	 	6.2	560	62133	Tudor and KH domain-containing protein OS=Mus musculus OX=10090 GN=Tdrkh PE=1 SV=1	5	5	1.000	2	2	1	2	2	1	2.000	2.000	1.000
3036	1	sp|Q80VP1|EPN1_MOUSE	 	 	sp|Q80VP1|EPN1_MOUSE, sp|Q91W69|EPN3_MOUSE	 	24.9	575	60211	Epsin-1 OS=Mus musculus OX=10090 GN=Epn1 PE=1 SV=3	32	24	0.750	10	12	10	7	9	8	10.000	12.000	9.778
3037	1	sp|Q80VP5|MTRFR_MOUSE	 	 	 	 	19.0	184	20787	Mitochondrial translation release factor in rescue OS=Mus musculus OX=10090 GN=Mtrfr PE=1 SV=1	7	7	1.000	2	2	3	2	2	3	2.000	2.000	3.000
3038	1	sp|Q80W00|PP1RA_MOUSE	 	 	 	 	10.7	888	94371	Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Mus musculus OX=10090 GN=Ppp1r10 PE=1 SV=1	25	25	1.000	8	10	7	8	10	7	8.000	10.000	7.000
3039	1	sp|Q80W21|GSTM7_MOUSE	 	 	sp|O35660|GSTM6_MOUSE, sp|P10649|GSTM1_MOUSE, sp|P15626|GSTM2_MOUSE, sp|P19639|GSTM3_MOUSE, sp|P48774|GSTM5_MOUSE, sp|Q80W21|GSTM7_MOUSE, sp|Q8R5I6|GSTM4_MOUSE	 	69.3	218	25709	Glutathione S-transferase Mu 7 OS=Mus musculus OX=10090 GN=Gstm7 PE=1 SV=1	243	46	0.189	79	90	74	14	17	15	20.681	25.393	21.613
3040	1	sp|Q80W22|THNS2_MOUSE	 	 	 	 	46.4	483	54187	Threonine synthase-like 2 OS=Mus musculus OX=10090 GN=Thnsl2 PE=1 SV=1	79	79	1.000	25	26	28	25	26	28	25.000	26.000	28.000
3041	1	sp|Q80W37|SPN1_MOUSE	 	 	 	 	4.7	358	41032	Snurportin-1 OS=Mus musculus OX=10090 GN=Snupn PE=2 SV=1	3	3	1.000	1	2	0	1	2	0	1.000	2.000	0.000
3042	1	sp|Q80W47|WIPI2_MOUSE	 	 	 	 	22.7	445	48477	WD repeat domain phosphoinositide-interacting protein 2 OS=Mus musculus OX=10090 GN=Wipi2 PE=1 SV=1	21	21	1.000	7	7	7	7	7	7	7.000	7.000	7.000
3043	1	sp|Q80W54|FACE1_MOUSE	 	 	 	 	20.4	475	54734	CAAX prenyl protease 1 homolog OS=Mus musculus OX=10090 GN=Zmpste24 PE=1 SV=2	43	43	1.000	13	14	16	13	14	16	13.000	14.000	16.000
3044	1	sp|Q80WC7|AGFG2_MOUSE	 	 	sp|Q80WC7|AGFG2_MOUSE, sp|Q8K2K6|AGFG1_MOUSE	 	23.6	479	48967	Arf-GAP domain and FG repeat-containing protein 2 OS=Mus musculus OX=10090 GN=Agfg2 PE=1 SV=1	30	29	0.967	7	13	10	7	13	9	7.000	13.000	9.600
3045	1	sp|Q80WG5|LRC8A_MOUSE	 	 	sp|Q80WG5|LRC8A_MOUSE, sp|Q8BGR2|LRC8D_MOUSE	 	9.3	810	94118	Volume-regulated anion channel subunit LRRC8A OS=Mus musculus OX=10090 GN=Lrrc8a PE=1 SV=1	8	6	0.750	3	2	3	2	1	3	2.286	1.250	3.000
3046	1	sp|Q80WJ7|LYRIC_MOUSE	 	 	 	 	51.3	579	63845	Protein LYRIC OS=Mus musculus OX=10090 GN=Mtdh PE=1 SV=1	119	119	1.000	43	37	39	43	37	39	43.000	37.000	39.000
3047	1	sp|Q80WQ2|VAC14_MOUSE	 	 	 	 	26.3	782	88047	Protein VAC14 homolog OS=Mus musculus OX=10090 GN=Vac14 PE=1 SV=1	53	53	1.000	16	18	19	16	18	19	16.000	18.000	19.000
3048	1	sp|Q80WQ6|RHDF2_MOUSE	 	 	 	 	2.1	827	93433	Inactive rhomboid protein 2 OS=Mus musculus OX=10090 GN=Rhbdf2 PE=1 SV=1	4	4	1.000	1	1	2	1	1	2	1.000	1.000	2.000
